user_id,식료품,의류,가전제품,스포츠용품,교통,미용,의료,여행,문화,음식점,주류,통신,가정용품,도서,유류비,반려동물,유아용품,교육,현재 소득,현재 지출,저축,금융 자산,부채 금액,재무적 안정성,대출 상환능력,신용 점수,투자 수익률,부동산 보유량
4783,3996,294,4864,90,542,43,2630,270,284,2702,146,27,211,133,1908,90,56,4113,23488,61590,7208,17132,28106,6,63,348,-16,5
4784,4087,2509,2930,480,892,53,1806,440,98,1507,1231,51,223,21,2400,147,121,670,44602,11710,10209,27106,21370,5,29,348,-4,10
4785,778,927,222,16,653,293,544,510,396,2391,46,34,274,142,411,176,22,4123,20302,47583,29518,87902,16594,3,43,523,0,8
4786,4967,1800,9415,399,25,332,1766,497,311,2305,914,53,563,147,2138,118,154,2771,36067,34681,19454,24202,18700,10,57,766,37,10
4787,4442,2378,6590,489,52,372,589,165,473,1531,2064,38,254,157,2664,15,89,3580,26502,21395,8448,21988,47194,8,65,477,-12,5
4788,2885,1607,8996,331,164,125,1358,207,72,2010,2782,10,284,163,1628,168,175,300,58713,37542,3552,20778,11354,6,81,669,-28,6
4789,4679,2869,7807,480,305,12,1467,553,99,1885,1262,41,43,82,45,166,73,1577,42217,69338,18627,78731,46139,8,8,531,38,6
4790,4145,2287,9511,202,702,147,962,75,323,314,18,66,543,174,2923,44,126,1887,41556,52068,26963,32772,15741,3,1,567,10,1
4791,1789,1864,2506,186,351,250,2138,961,497,323,1623,23,414,81,1755,196,118,1597,54515,29411,26703,3712,5814,4,97,353,2,3
4792,1779,2361,2458,494,943,249,1339,884,424,2147,1505,53,29,199,392,25,116,1435,36511,36560,21850,6308,35771,4,11,310,-39,1
4793,1432,1782,27,245,597,252,1569,793,337,1378,2126,89,285,80,280,81,24,1257,20154,61181,29047,49232,34210,5,72,596,49,7
4794,2298,1435,9371,267,585,470,837,13,438,650,991,82,537,23,290,109,161,4660,20617,19685,7572,37078,25351,0,33,821,-42,10
4795,1009,1865,5478,107,379,134,143,209,261,2072,2912,70,387,116,11,32,8,3532,51825,58233,4145,28984,36758,4,75,720,0,7
4796,2091,248,885,296,104,442,1332,246,236,484,111,2,465,93,252,167,146,3578,58074,38152,17559,41985,12763,10,0,651,-26,10
4797,82,1423,5492,126,902,401,1393,328,265,2551,409,76,480,53,2062,65,176,3797,22864,54911,21837,84578,34593,5,5,678,-28,10
4798,1517,1801,9761,182,639,170,2668,488,333,2776,2584,42,266,161,2197,107,134,1598,34184,69832,5359,94021,4397,8,36,648,-32,7
4799,4724,1901,4031,65,91,308,41,660,456,159,1743,64,88,34,2704,24,25,4038,34440,48977,4611,41920,35119,4,87,573,26,4
4800,1741,894,6460,483,476,340,273,580,351,165,2765,39,109,81,1494,90,123,706,43557,42504,11098,83624,33507,6,19,824,-13,5
4801,3332,1883,7594,323,422,375,22,589,57,1671,1644,20,116,28,1799,187,31,1586,49118,15173,12568,37212,22477,7,73,694,38,5
4802,3168,1140,4367,35,440,317,1374,695,238,2771,1521,13,154,184,724,118,7,1307,57754,66844,22694,87594,33183,7,35,409,-45,2
4803,1373,2701,4323,69,59,56,689,378,138,953,2425,91,182,32,930,59,121,1601,52145,50889,12243,74763,32952,10,72,564,-36,1
4804,840,2016,2191,379,278,167,363,640,346,1199,1260,19,473,88,2058,113,88,865,58346,42345,13488,98823,41834,7,96,579,28,4
4805,1122,2321,9003,95,873,70,2646,33,396,2364,1,10,158,28,361,100,98,1837,54539,22380,12800,81155,49860,9,30,748,-32,5
4806,2682,701,2712,337,918,422,2292,200,314,1046,2697,15,404,106,325,180,52,4019,47988,22049,3595,23979,19304,4,22,771,-35,3
4807,4194,1161,8256,276,566,83,2173,257,84,2411,182,30,103,169,1907,0,183,2207,56248,42681,11459,2022,26132,10,31,481,-43,10
4808,3432,2506,3718,280,311,103,2276,510,490,1739,2218,33,446,179,1218,86,127,1514,36286,48944,18113,26864,10713,9,85,614,-36,1
4809,366,1504,7973,342,377,469,796,37,123,1274,150,61,479,6,1230,59,136,1203,24846,48508,11719,3990,16392,4,69,512,-14,1
4810,4139,142,2185,173,825,379,1750,341,123,475,1470,16,383,136,2256,182,0,519,55400,61123,5643,25447,32062,10,94,531,-27,7
4811,972,2232,2915,246,444,11,1341,615,176,2138,2158,29,273,8,363,22,94,1710,27727,11722,3927,20885,49352,2,95,405,-42,9
4812,3705,958,9236,40,401,149,213,384,288,1608,2755,77,365,135,1260,27,16,169,58610,54283,26435,60848,19586,0,89,436,1,9
4813,3130,1124,7369,287,733,45,99,529,17,1393,1697,91,24,102,1299,32,152,1758,59103,34554,24451,96368,44681,7,73,313,28,2
4814,13,105,7097,337,340,80,244,730,50,2329,2637,0,428,156,302,187,176,50,59426,26928,24347,18534,48082,1,11,589,17,7
4815,1960,876,7516,454,579,203,2578,268,185,1282,573,95,271,180,977,88,40,4632,48934,64202,4723,74858,32768,8,83,336,-38,9
4816,3367,2200,9500,4,99,32,421,604,242,2269,2969,21,148,151,1725,53,33,2640,53036,68997,3847,37750,36715,7,94,814,-38,10
4817,1020,1533,1945,169,327,364,1590,375,201,1260,990,65,243,172,862,56,172,1096,35691,13387,2561,45512,1832,6,83,778,1,10
4818,4986,1496,3370,75,868,360,631,382,363,2054,2922,18,116,194,1361,67,7,2660,42184,26837,3743,42885,21627,2,54,484,10,0
4819,2810,2662,8427,375,142,33,625,568,11,2710,1718,74,456,159,444,137,140,4455,58765,52680,14762,43654,20596,4,12,791,-36,2
4820,3751,1200,8051,395,692,59,1595,173,439,2336,713,72,356,61,607,188,104,1227,57267,68392,1509,26521,4304,6,54,406,-46,0
4821,4451,2464,300,108,575,323,2579,195,238,968,928,59,290,170,1804,58,172,3809,39043,24577,7325,8237,34917,4,86,711,21,5
4822,4927,705,5673,314,200,230,2639,217,133,1543,2213,56,269,111,2800,168,152,298,33209,53010,12117,84350,9570,10,13,796,21,3
4823,1910,1916,5514,376,539,79,2153,632,476,2582,577,7,139,144,1880,174,96,4634,20032,63371,16923,97739,1804,10,94,781,11,8
4824,4973,2488,5271,389,344,388,179,907,356,2935,1165,99,398,171,1084,58,169,4687,27988,62379,15232,18626,22186,0,67,684,17,3
4825,1718,266,2870,383,305,441,273,9,422,1372,2692,67,417,106,1035,120,133,1882,44250,34608,18033,4632,13544,7,93,441,33,7
4826,2621,1957,7658,327,642,154,30,519,295,1094,2079,56,227,0,79,131,90,1024,52157,36647,13970,57788,39959,7,63,348,-45,4
4827,1903,1232,1003,477,393,347,954,417,279,1632,2236,49,178,89,859,20,163,2034,52273,39563,22106,55821,4123,6,93,773,-5,9
4828,2602,1176,8583,64,152,298,1141,491,191,1829,792,2,374,52,709,41,58,821,39159,65265,20612,79213,15068,10,87,583,42,8
4829,4324,181,1503,402,132,6,2538,33,387,2418,2662,7,557,75,2868,161,18,1185,40942,12891,24856,1379,48233,5,68,823,37,7
4830,1681,2184,5787,365,729,363,1521,388,219,2712,999,71,268,0,787,62,192,1365,27532,63550,25670,65636,1163,6,84,563,27,5
4831,293,2623,2272,264,360,89,2617,591,91,1878,2551,57,118,110,2910,132,173,1979,56894,45181,6011,95866,23272,3,80,644,-45,6
4832,4836,85,6482,304,636,477,1384,760,347,364,313,93,73,65,2161,65,190,1031,52607,17620,27468,45387,13680,3,89,579,-8,6
4833,1273,1130,5036,30,708,430,1772,868,28,600,356,23,349,126,785,1,14,2255,36165,66321,9059,8749,44726,6,75,467,-13,1
4834,3271,598,1000,219,225,388,1792,409,62,132,2531,13,3,113,2779,90,14,128,49690,22028,28718,98817,47438,2,67,515,-6,5
4835,2854,2263,5793,314,957,107,191,10,290,1172,2278,98,347,23,2696,111,104,934,58156,37713,11348,85269,20351,3,81,483,-11,0
4836,2375,103,9611,243,88,234,2322,160,151,2426,845,72,515,132,2912,115,134,824,52126,30163,26275,50779,15073,5,15,302,-6,4
4837,2885,2946,3234,23,765,98,2340,742,214,771,906,80,595,137,2284,81,175,1235,38300,58436,29920,17520,20952,6,61,339,-10,0
4838,1010,2773,3233,81,591,187,1542,135,446,1665,101,61,404,42,2436,156,94,3439,54171,39123,15139,45778,20490,3,43,420,-39,6
4839,2037,786,1406,201,395,147,671,893,77,1586,81,78,529,49,2582,14,129,2354,58390,68905,27475,12491,10884,1,27,834,39,1
4840,1205,2348,3009,82,935,483,1134,455,244,155,1699,7,219,80,2017,107,171,630,54513,37140,10414,88958,38722,1,83,494,7,9
4841,1842,2236,4347,145,973,60,2631,785,307,2590,715,11,47,20,567,11,42,4446,23788,45391,14840,43909,28129,7,70,679,-3,8
4842,2282,1693,1271,491,910,339,2142,672,328,1190,1453,72,27,156,1807,186,90,1114,55874,37328,17586,41103,33319,3,50,349,17,0
4843,3753,1719,3120,314,322,382,1672,199,485,1683,2115,45,531,92,2984,156,14,1549,56778,11870,29385,90485,48681,2,15,753,-1,6
4844,3440,2052,5548,136,331,180,1147,861,111,1703,2114,36,211,177,1041,50,179,4028,25992,27574,26394,43392,28059,8,36,803,-3,8
4845,4030,63,8450,425,655,206,1872,166,381,1538,2291,40,250,34,2393,94,52,4650,34422,63385,2887,72445,43548,7,58,717,42,0
4846,1233,2243,213,347,461,118,2004,944,112,2682,1795,30,455,105,616,85,176,3217,34857,33240,15778,54886,36299,4,25,412,24,10
4847,3933,1659,548,130,265,461,996,735,299,1375,221,34,262,5,2482,198,83,1332,50743,36829,11996,33087,10290,1,86,477,24,0
4848,1238,1194,9436,265,723,8,516,21,371,2411,2227,72,342,100,1699,4,57,3289,37806,60916,108,84917,13970,10,42,441,23,1
4849,4422,1831,8494,198,756,458,1867,105,447,2367,2068,27,191,197,679,5,76,268,59613,57334,25693,68452,8211,8,48,553,-42,10
4850,2158,2082,2522,465,31,297,2359,165,222,1463,446,19,165,153,1880,98,56,3160,27465,49979,24309,17842,36158,0,76,804,-25,9
4851,1839,1292,7971,246,22,96,2132,442,456,392,2008,9,481,99,2653,191,122,4022,37910,52471,11185,31055,18558,8,99,630,14,1
4852,2115,1626,9337,317,232,13,571,674,474,2582,1806,66,572,110,1951,40,68,521,39511,20309,18682,15932,48338,6,25,353,-13,2
4853,4536,285,1507,429,240,256,479,507,431,959,602,66,30,130,2951,77,27,2800,25538,15087,585,17183,26784,10,35,365,18,6
4854,389,2895,2828,107,906,16,157,684,494,158,205,43,140,61,904,65,72,2477,28042,23341,25093,99812,2860,4,18,476,-47,1
4855,4099,2200,7608,323,80,348,754,954,149,2716,344,31,368,14,708,115,87,750,25056,43413,17628,87397,24205,7,51,323,9,7
4856,754,1510,2293,49,302,334,1453,542,326,2475,1964,93,360,115,2495,15,29,1300,56449,22454,7685,85105,41642,7,66,527,30,6
4857,1878,1693,8029,56,230,84,249,794,271,490,2411,56,422,16,847,190,15,3232,44316,14443,8791,10642,46766,8,35,517,-35,4
4858,4673,1978,5815,322,490,240,1503,122,483,1028,1534,93,388,3,1351,161,181,3471,21426,21820,9674,98423,5051,6,62,751,-37,9
4859,3216,2220,2064,126,16,335,2578,606,202,2677,2351,34,245,194,1923,183,153,642,43761,64778,28232,19189,25551,0,54,502,21,0
4860,4707,2121,3441,500,792,172,321,463,13,1769,1458,48,250,138,2703,107,76,4159,23665,35151,10600,64358,36075,2,89,758,-22,8
4861,1975,2881,5259,392,527,387,1419,54,89,835,1593,73,196,85,976,130,24,3995,25324,36201,3528,22197,8617,2,72,365,36,4
4862,2160,2483,4542,14,62,479,2097,267,51,155,312,92,485,161,1482,131,59,1468,47171,31012,28123,32256,42956,9,4,618,49,2
4863,4434,656,504,259,570,267,1520,820,95,2830,595,69,431,102,1565,38,175,3370,44401,54055,16856,91150,33064,9,4,455,48,3
4864,955,791,6706,500,780,430,1011,573,279,2351,2021,14,419,121,404,39,133,3128,53553,29623,12964,868,8165,4,90,759,-20,7
4865,3684,577,2738,216,579,172,1726,240,419,1899,54,5,230,152,1441,153,104,1928,40528,62088,2478,52457,18636,3,0,659,-43,5
4866,3578,2047,7530,128,121,109,1924,335,87,2844,2155,99,517,116,2315,66,183,3433,56761,53728,26697,95795,6512,3,48,395,-17,10
4867,608,2550,490,478,704,55,1426,251,141,315,2421,41,439,161,1961,45,31,3167,24358,67214,15915,16711,16586,0,94,788,34,0
4868,640,2976,5778,194,754,477,275,376,321,41,1696,1,192,84,1000,120,61,4558,41739,60651,8338,6003,13449,5,76,846,36,4
4869,2857,1820,5997,241,583,432,1494,410,423,2910,1247,4,239,192,2994,44,5,3759,43867,25622,15364,72439,21011,6,43,597,37,5
4870,2270,1669,2813,406,435,260,1922,974,456,131,1557,9,484,10,2022,1,164,2015,28961,19553,19515,13735,10925,4,40,761,40,1
4871,3608,2807,1489,284,590,144,2753,320,114,2380,2290,21,166,1,921,189,200,2272,56996,23488,24036,22594,40696,6,23,559,24,1
4872,3627,625,6346,270,159,453,1547,461,490,36,51,21,171,159,106,78,142,637,21156,14526,3715,16841,5399,1,56,576,41,5
4873,2574,2277,7108,474,961,495,2921,998,89,2941,981,25,208,75,186,38,56,3175,35228,56048,21515,63550,30777,5,21,430,36,1
4874,4753,1447,6772,358,888,490,2317,279,372,1727,2911,27,43,87,549,39,56,534,30298,39539,4766,79431,23432,0,29,527,-41,5
4875,1202,2255,4054,79,920,412,1646,48,8,1906,2420,33,435,52,2105,19,185,2629,25015,31790,12719,95827,21091,6,19,812,35,3
4876,4802,396,4618,230,592,304,2196,911,404,215,202,24,518,137,640,106,21,4299,45544,56173,16694,4758,18825,5,90,483,-22,10
4877,1530,2604,1377,136,1,451,1710,89,451,277,405,56,440,53,2828,153,7,1394,54064,37053,21845,62846,20871,3,53,786,-7,2
4878,3072,1795,133,319,326,318,1404,466,341,2018,1120,72,284,200,1241,92,16,658,30519,68085,24751,63681,30444,6,54,330,-35,0
4879,3195,840,1640,43,986,65,2148,986,467,1439,2752,73,283,113,1991,83,165,680,22360,37440,29478,99333,26407,3,72,517,11,9
4880,3595,1809,4791,466,575,173,1240,576,314,1240,1372,71,412,113,1035,71,191,2777,27634,32760,28903,16666,41487,0,80,749,-23,4
4881,871,1715,2081,124,800,341,2557,994,222,1909,654,15,598,41,1235,97,54,3915,22650,61546,13240,52431,5997,7,62,345,44,7
4882,3972,983,2222,201,414,433,2122,183,232,1266,2924,75,136,192,2163,163,53,2841,22129,51047,10234,86535,13356,2,59,808,-30,3
4883,155,2887,1801,428,795,62,549,937,342,1530,1101,70,496,112,469,136,124,3654,29014,26039,6160,73620,25560,7,64,639,-9,4
4884,2841,287,2732,13,747,380,63,344,477,47,835,44,272,111,2879,27,166,3837,56229,42902,16894,27645,38681,6,23,821,22,2
4885,1012,331,9872,319,56,453,406,97,378,968,230,14,582,23,1151,86,73,3598,56014,67309,4758,23563,39827,6,45,478,-32,4
4886,1780,1954,7194,457,796,154,1225,415,437,1656,1366,73,70,89,2422,112,190,1799,30805,21441,16851,12115,43649,8,26,568,-50,4
4887,2884,1735,3164,247,62,139,1561,664,72,435,2611,57,458,123,2783,144,12,3701,33953,16454,25730,42623,11471,2,90,570,5,8
4888,2408,94,7855,260,818,244,2783,65,145,849,1850,25,100,77,1016,124,8,422,27555,13510,25958,98410,47177,10,49,614,-13,9
4889,2206,2579,9751,360,5,367,2754,894,250,2663,421,58,42,9,1983,24,78,3495,43875,52887,28583,22541,49569,3,36,733,-9,4
4890,699,2832,389,345,658,464,1538,92,155,1077,2066,61,67,128,831,194,197,3305,31070,47351,19664,29011,26928,5,45,527,9,7
4891,3115,2315,6511,282,616,358,1506,135,70,4,199,48,334,96,1725,152,36,2416,26982,41902,4954,2833,20320,1,11,637,43,8
4892,4349,846,1755,464,238,211,1822,920,319,2634,2280,41,27,53,1793,157,109,3629,23251,35554,28851,13233,15706,9,33,594,-5,1
4893,1844,815,3010,478,150,284,2028,99,125,2029,169,27,127,96,427,10,189,2309,48528,37546,16126,89598,21408,2,74,352,25,0
4894,2837,2475,1275,482,768,190,2122,340,487,1778,2895,86,393,153,2119,136,6,3056,44953,27646,14045,45242,23212,6,89,438,-8,10
4895,3690,1115,9306,266,294,257,2511,103,401,2000,1016,37,115,190,2084,19,45,53,41990,57376,29552,93841,33821,0,58,673,25,0
4896,3379,2292,4529,481,49,184,1124,745,233,12,0,62,418,53,2578,138,139,4931,48128,60185,19319,21796,45387,5,79,713,-18,6
4897,3938,1160,1153,413,909,2,1499,174,181,1057,1033,53,507,170,2801,164,28,4623,25489,30925,26253,36066,42315,6,21,609,18,10
4898,2702,166,3172,289,930,164,2360,301,132,298,1451,17,240,10,1241,74,53,4250,24642,44854,24390,75336,7335,9,77,560,-15,2
4899,567,1725,5286,115,684,351,1601,648,233,370,2294,74,189,197,564,32,109,4244,33659,34514,29729,47973,27364,9,46,810,36,8
4900,2473,1138,9871,141,33,454,2085,855,275,2327,2784,0,597,56,1427,152,121,4701,59602,45261,805,55945,35803,2,45,583,-39,9
4901,2219,1290,2181,331,634,283,569,986,312,2043,2912,15,286,91,1933,118,107,198,24268,25167,20062,47062,39149,4,1,433,49,5
4902,950,690,2217,143,104,136,2479,965,226,52,1333,17,319,103,1651,42,168,4129,40544,13605,26205,99404,38681,1,94,659,12,9
4903,615,2893,3057,342,549,146,1604,399,158,164,507,51,452,156,2612,65,178,3088,45659,37214,27857,38497,37499,4,96,604,24,1
4904,3952,1535,4237,46,996,59,2725,864,228,1366,2015,81,443,107,1093,115,141,4818,35996,17126,15779,65417,14318,7,55,612,3,9
4905,4421,1671,8586,111,449,237,693,488,21,856,416,7,36,53,2479,137,185,3067,52717,40426,16856,58003,8012,2,54,711,-35,4
4906,238,611,5009,184,920,12,83,616,305,1896,2299,21,81,161,1143,43,73,328,25689,20638,6311,90869,1880,0,84,560,-28,4
4907,972,1515,1371,347,841,97,915,8,193,1972,699,48,594,77,2003,52,104,4793,28914,25722,11883,60337,47242,7,4,301,15,0
4908,4159,1179,7590,255,525,487,1373,400,382,398,244,75,377,59,2571,34,55,4061,48970,23505,29812,15986,20441,8,79,793,-39,0
4909,2843,387,8741,328,522,21,2035,236,370,2869,46,29,539,24,2267,81,85,1592,41972,56720,14823,34465,11002,10,99,478,-19,5
4910,3759,2316,445,22,707,500,181,399,174,2269,2193,24,565,122,2540,112,48,1255,56377,22349,7533,8469,40119,4,77,647,-29,8
4911,2111,974,9205,441,585,82,2145,862,128,261,1256,50,341,62,1101,16,135,1415,55959,14583,5781,41076,36823,9,82,388,0,3
4912,2031,1151,1228,264,771,118,2425,945,406,930,2279,60,205,58,2582,169,148,4265,37628,34355,13606,75692,17533,3,7,435,-16,9
4913,2822,924,7427,176,636,499,2643,464,82,2616,830,14,232,20,70,38,97,761,51988,37489,120,69917,18478,1,32,771,-20,6
4914,336,2655,5339,163,655,302,2435,384,64,443,2300,9,569,5,503,11,99,1341,52448,69790,6765,45909,32743,6,52,704,13,4
4915,4292,2427,6820,409,803,232,1622,802,95,2073,1243,3,589,176,2512,10,118,4126,49340,14748,17275,29135,29749,2,14,348,-14,8
4916,4668,444,5238,357,516,167,2460,285,244,445,2239,3,598,129,2557,119,119,3342,55241,19556,15744,70871,43585,10,78,581,-19,10
4917,3840,2288,6896,282,326,282,2104,60,478,2281,739,76,83,158,1486,42,50,874,58344,17684,28661,74401,37383,0,92,598,39,1
4918,1701,493,8055,408,463,33,2899,869,267,2179,2363,82,314,164,193,193,92,4428,40102,15194,10470,74841,11264,4,7,403,-15,5
4919,3761,2874,2587,249,321,239,417,527,298,2432,2088,57,597,111,1068,97,160,1233,31667,18826,14108,92330,8602,7,9,450,-43,9
4920,3427,612,2531,207,109,7,321,405,466,232,2784,15,64,20,1282,38,101,794,38211,57493,24319,13907,40708,0,53,566,27,4
4921,803,1409,3164,431,169,6,1702,407,196,475,2061,22,432,62,2269,190,193,4674,23706,21624,12594,70492,28494,3,90,588,-37,7
4922,1858,1693,1877,326,181,365,490,184,209,2193,2181,6,354,155,2193,157,161,3772,36388,54885,9288,43725,44455,9,44,365,-39,2
4923,4206,624,1966,385,474,240,2903,252,83,2594,1128,21,347,162,2832,188,37,4059,23889,60192,21931,14477,1663,3,99,483,49,1
4924,1204,1560,5222,268,416,29,1425,503,488,2142,837,41,190,61,2867,135,195,4373,22515,37021,5478,15583,34215,10,9,606,49,6
4925,2533,306,5860,472,683,426,1031,190,316,1130,1067,51,26,27,1533,78,82,131,37594,66548,18281,92225,29956,1,27,499,-17,9
4926,3568,1932,7240,330,371,211,257,41,52,547,12,40,424,104,784,145,131,1402,54387,16756,22468,35842,39174,3,98,710,24,0
4927,580,2090,6777,413,325,92,1960,713,461,668,183,80,215,175,138,67,166,278,34686,34239,2195,77686,16156,7,48,635,-9,9
4928,4874,2251,6601,168,282,307,1211,456,236,927,1926,92,113,56,95,61,5,4172,52444,64593,14439,79367,9483,2,4,402,-45,10
4929,4171,1309,7612,228,357,173,1233,143,185,691,1635,19,48,47,835,147,29,2094,34890,39047,22455,39523,19741,5,93,742,-29,8
4930,2834,2446,5376,300,749,286,1808,605,98,2042,1735,76,225,101,907,196,50,4366,51876,60384,12362,20129,11074,7,60,814,-22,1
4931,3944,2553,8696,147,878,167,1080,201,160,1054,1869,5,21,187,2413,41,138,477,30975,11797,24407,83766,10821,3,53,412,-44,8
4932,4601,991,854,235,738,360,655,558,274,1357,1010,87,519,134,331,109,108,676,38514,68451,18616,89563,12536,1,22,503,15,4
4933,4085,792,2058,466,542,131,784,643,396,306,648,93,134,76,2149,7,30,2520,59178,52536,14823,71868,48251,10,92,459,39,3
4934,3016,297,4349,466,132,128,1457,437,323,91,1310,24,323,35,2415,187,24,3441,27843,44840,4600,76738,19505,6,9,648,3,4
4935,2297,1049,6463,187,41,341,1034,835,283,1846,1983,7,123,28,2116,53,30,2146,58192,41416,1412,30361,28098,0,13,634,12,8
4936,791,675,1448,325,270,484,2347,109,391,1354,1483,49,381,54,359,164,139,1091,32722,47246,16938,7527,30841,7,46,527,-21,7
4937,2407,2569,6573,284,744,65,2410,683,85,248,1096,92,183,199,1906,162,172,4634,42476,12559,17919,35119,47286,3,88,409,40,2
4938,2170,880,3765,477,743,86,249,450,493,1507,1963,5,78,137,2466,160,2,3881,52954,12538,29401,32699,32441,1,78,747,-5,8
4939,2415,348,3459,409,219,61,1894,89,61,1456,1994,95,561,106,1614,11,113,2183,54340,50241,9009,76416,26198,4,60,684,-10,0
4940,2371,213,9562,193,351,261,2466,908,86,799,696,5,189,78,472,162,161,388,27048,38452,85,82371,11351,5,32,368,43,0
4941,1410,1151,6848,172,235,214,411,943,173,627,2485,20,585,188,854,198,146,2072,43670,21127,19192,34304,30294,5,64,571,6,3
4942,3084,2046,356,213,200,165,2515,452,439,737,2671,47,134,43,958,145,70,2227,54571,58833,21067,24969,16632,0,97,827,41,7
4943,2015,860,6478,11,517,295,1393,706,297,1638,91,10,40,177,2677,1,167,1101,48441,52949,25564,93098,49102,10,56,676,14,9
4944,1532,1724,5673,9,320,302,357,946,270,2404,1987,70,391,71,868,156,32,2715,21307,10684,22420,82685,29153,0,79,564,-19,9
4945,2944,1909,6334,415,117,467,747,366,82,1333,751,83,73,172,1934,110,142,736,47154,12483,12159,77516,47227,10,42,703,-5,8
4946,4654,136,332,355,430,412,1942,363,448,2718,1647,12,443,103,438,18,146,4276,46212,64075,3275,49658,14366,1,59,704,30,1
4947,4341,1775,6464,64,889,381,639,51,270,336,358,59,118,58,164,125,93,3889,32298,13574,21835,76393,24944,2,32,603,-46,4
4948,4598,2217,5681,50,492,22,1504,216,407,101,2651,58,438,113,2109,157,67,1053,55962,51680,28167,73429,14622,8,62,432,-50,0
4949,880,88,3753,346,33,339,2793,653,199,579,1100,52,361,166,1631,140,65,1696,51478,50784,15011,84138,43779,8,98,568,-47,5
4950,236,1661,9543,449,169,16,2765,635,343,2058,2707,1,477,126,2833,138,115,4474,27034,47263,27046,57881,15147,2,86,338,-26,3
4951,1117,1019,7681,422,691,290,1944,868,339,1467,2769,49,562,69,1833,54,142,2573,39991,27906,7171,89535,4357,10,19,581,-35,2
4952,1940,1479,1996,387,371,132,1336,239,265,2921,2239,54,405,117,124,162,70,4142,42870,13707,15106,96953,25353,8,9,807,43,6
4953,1891,1172,3367,103,61,69,1222,88,7,1655,1227,14,76,110,2842,189,113,116,45499,28025,6363,29644,30321,5,29,362,-38,0
4954,1579,2804,862,98,13,210,2132,150,400,2182,431,63,59,123,99,45,164,1716,40888,34896,15934,46057,9100,3,48,502,6,1
4955,2629,1573,3669,35,800,259,2594,731,457,2798,2449,18,556,88,451,59,135,3955,54192,23419,23680,33737,43359,9,99,585,-5,6
4956,3618,2946,2343,174,331,151,364,707,50,2259,1835,89,518,62,1467,56,193,2443,27796,52153,16480,74400,38425,2,22,784,38,6
4957,4514,707,174,35,734,412,551,125,419,671,22,22,253,160,1497,127,30,3188,24535,16897,9203,58639,38710,0,28,308,32,10
4958,1140,854,483,357,965,294,2840,171,471,2895,1703,47,386,156,2357,47,77,4400,56463,26028,4137,61980,40535,2,37,642,-28,6
4959,1768,2340,8756,463,66,339,837,35,6,1182,2081,3,426,183,684,198,52,454,35854,48734,27757,27419,29808,4,33,804,-13,9
4960,2159,389,6359,16,835,63,2435,661,355,93,732,89,452,172,160,68,124,3608,49652,34836,7018,31201,9287,1,85,398,43,9
4961,676,1116,7455,39,885,136,924,298,230,1037,1959,71,467,90,868,80,80,3445,52297,28495,18991,76528,38820,6,25,374,31,1
4962,1059,2294,3106,463,375,268,363,982,95,2475,1226,86,318,45,1040,178,154,4608,31097,46163,7088,56517,19485,2,16,815,-7,2
4963,3982,1994,6463,336,357,191,2197,862,54,1751,2489,49,338,41,1302,134,187,225,34497,33892,29010,4295,24811,8,82,566,-29,4
4964,1928,957,281,268,679,499,58,210,361,231,2315,68,394,5,2266,139,168,2264,33682,62818,27840,34553,14757,8,37,373,-37,2
4965,4110,2969,8572,440,951,374,2074,450,358,1090,2976,6,272,148,2904,147,122,917,46166,28693,20621,34259,39582,9,24,424,-27,2
4966,2086,463,115,406,197,104,137,723,69,661,586,7,535,146,2132,168,27,4392,46286,49390,7981,44879,47772,6,93,350,-23,0
4967,1324,1551,2944,427,443,106,586,750,455,2879,2147,38,151,169,836,113,82,101,46581,20164,18160,50519,38908,8,35,695,32,2
4968,636,935,7169,162,66,112,109,525,448,1395,2084,9,406,105,1130,166,18,4612,31893,42939,16543,23933,14424,4,78,539,-47,4
4969,4288,294,5242,117,786,305,1286,932,275,2680,1988,34,176,186,1607,31,196,625,43773,65943,10379,77159,40055,9,4,490,24,1
4970,247,2316,9008,376,628,413,2012,988,39,486,2906,33,278,15,163,157,19,256,51297,11329,1751,1344,13284,1,98,517,1,4
4971,2651,2938,1548,455,204,38,1655,558,80,1104,833,54,68,164,1705,136,172,1011,28892,17437,8307,77236,24215,3,81,652,30,6
4972,442,1306,9767,210,551,132,544,111,499,1814,2218,91,339,68,1162,69,51,1057,30011,39186,6650,23619,37240,0,36,620,2,2
4973,3400,2826,8688,328,453,381,866,415,29,1985,23,9,409,123,2284,4,133,2133,36162,53600,29306,3171,44660,5,57,316,-34,2
4974,799,2968,8276,389,979,202,2542,846,401,553,1099,84,593,30,1048,144,106,1355,23373,45717,24408,49922,40184,9,82,667,-46,6
4975,2717,1178,9337,339,849,141,600,308,298,2865,2574,86,331,177,52,97,21,515,47915,11577,869,49457,45099,3,76,377,47,8
4976,3788,2954,3851,232,626,229,1798,772,440,1273,1740,40,543,16,937,168,175,1519,50617,35223,21973,94358,13069,2,86,712,37,0
4977,1793,2052,1905,467,645,199,922,865,321,43,1626,8,240,109,1729,104,145,1426,51983,48404,15681,2234,29357,8,65,452,-29,9
4978,4066,2093,6450,105,377,17,2379,245,171,199,1732,51,440,176,981,139,191,1752,59298,63839,16003,38289,48714,9,92,467,-15,2
